cpg_id,target_gene,distance_bp,Direction,Delta_Beta,P_Value,FDR_q_val,Enriched_Pathways
cg02983163,LINC01694,3106,Hypermethylated,0.0027128848591837645,0.2263181687467205,0.7730975634278215,No Significant Pathway
cg02045981,LRRC3,564,Hypomethylated,-0.003933313994180843,0.22827764348126794,0.7730975634278215,SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg02087289,ICOSLG,20781,Hypermethylated,0.0031069398294926165,0.2286366343039743,0.7730975634278215,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218 | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218
cg22274813,SIM2,4313,Hypermethylated,0.004238251144103672,0.2293488040046428,0.7730975634278215,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human)
cg13200482,PCBP3,0,Hypomethylated,-0.010748074955954867,0.23055046601120188,0.7730975634278215,No Significant Pathway
cg13139630,PICSAR,13423,Hypermethylated,0.00632345823176611,0.23479048086038082,0.7730975634278215,No Significant Pathway
cg09762582,ICOSLG,18699,Hypomethylated,-0.004466182686642839,0.23729854071178608,0.7730975634278215,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218 | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218
cg22990871,C2CD2,3450,Hypermethylated,0.004105858065639345,0.24110392277870316,0.7730975634278215,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg24968283,WDR4,9578,Hypomethylated,-0.0011771930240710507,0.24334863731047976,0.7730975634278215,No Significant Pathway
cg08846592,PICSAR,14700,Hypermethylated,0.0063614005551348995,0.24369319781818088,0.7730975634278215,No Significant Pathway
cg19950556,PICSAR,14828,Hypermethylated,0.0025829144170391727,0.24607555014701235,0.7730975634278215,No Significant Pathway
cg22856279,SIK1,3885,Hypermethylated,0.01592661463567069,0.24709839669294,0.7730975634278215,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg16403860,OLIG2,3830,Hypomethylated,-0.0069254754711340905,0.2483753010959494,0.7730975634278215,Axon Development (GO:0061564) | TEAD4 (human)
cg21498326,LINC00158,22402,Hypomethylated,-0.001472549284259106,0.2484863245147086,0.7730975634278215,No Significant Pathway
cg00874051,LINC00310,8596,Hypermethylated,0.005566090872426321,0.248675391656275,0.7730975634278215,No Significant Pathway
cg11438134,PTTG1IP,483,Hypomethylated,-0.0044220436023779675,0.24958008912309723,0.7730975634278215,"Negative Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043518)"
cg15294263,LINC00205,5898,Hypomethylated,-0.003850694963913326,0.2512100831276064,0.7730975634278215,No Significant Pathway
cg14899046,LINC00316,22772,Hypermethylated,0.004989262945936823,0.252035252602661,0.7730975634278215,No Significant Pathway
cg01233397,CHAF1B,2908,Hypomethylated,-0.0010745402666053616,0.25235493576311196,0.7730975634278215,No Significant Pathway
cg26420795,COL6A1,26649,Hypermethylated,0.010457801163505254,0.2539681962739178,0.7730975634278215,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg00429107,LOC102723996,1964,Hypermethylated,0.0020009814137407003,0.2540004446122638,0.7730975634278215,Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218 | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218
cg12516959,YBEY,415,Hypomethylated,-0.007368287211962088,0.25617262470474655,0.7730975634278215,No Significant Pathway
cg08632701,LOC100133286,0,Hypomethylated,-0.0041240527153295625,0.25763692097127633,0.7730975634278215,No Significant Pathway
cg19315479,COL6A1,1977,Hypermethylated,0.0017998130207284024,0.2598575503191252,0.7730975634278215,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg26205217,DOP1B,0,Hypomethylated,-0.0013394264297950098,0.2604350732219697,0.7730975634278215,No Significant Pathway
cg25410746,LINC00322,21169,Hypermethylated,0.0016941303948145858,0.262216232167164,0.7730975634278215,No Significant Pathway
cg16698981,PCBP3,14188,Hypermethylated,0.0002166979710415129,0.26410123063035673,0.7730975634278215,No Significant Pathway
cg25115941,LINC01678,2752,Hypermethylated,0.0025436435550105774,0.26546974810013324,0.7730975634278215,No Significant Pathway
cg00935361,C21orf58,0,Hypermethylated,0.00043371347225429346,0.26795306642019073,0.7730975634278215,No Significant Pathway
cg23687021,PICSAR,27752,Hypomethylated,-0.00023777860253482164,0.2687590207614512,0.7730975634278215,No Significant Pathway
cg25315503,AATBC,14590,Hypermethylated,0.003422636455407746,0.2717597167641111,0.7730975634278215,No Significant Pathway
cg01848115,PCBP3,11487,Hypomethylated,-0.0046682720612487155,0.2721189625081161,0.7730975634278215,No Significant Pathway
cg08888905,LINC01694,5469,Hypomethylated,-0.004963437134610005,0.27460879603509525,0.7730975634278215,No Significant Pathway
cg04824666,PRMT2,481,Hypermethylated,0.0013893691795655583,0.27821203563246455,0.7730975634278215,Nuclear Retinoic Acid Receptor Binding (GO:0042974) | TEAD4 (human)
cg11950299,CRYAA,13936,Hypermethylated,0.0008386656662396907,0.28120338128743233,0.7730975634278215,Proteins Involved in Cataract | Diabetes Induced Cataract | Age-Related Cataract
cg00152948,RIPK4,9993,Hypomethylated,-0.001516968112899919,0.28367461076486333,0.7730975634278215,No Significant Pathway
cg10915739,OLIG2,4242,Hypomethylated,-0.012195697517403237,0.2853873647957293,0.7730975634278215,Axon Development (GO:0061564) | TEAD4 (human)
cg16786200,MIR155HG,3662,Hypermethylated,0.0008560820190952612,0.28583022900464405,0.7730975634278215,No Significant Pathway
cg16580937,LINC01690,14254,Hypomethylated,-0.0017931212698792942,0.2881816358413739,0.7730975634278215,No Significant Pathway
cg22316093,AATBC,13860,Hypermethylated,0.008219346736261235,0.28859711328145976,0.7730975634278215,No Significant Pathway
cg17675333,LIPI,29731,Hypermethylated,0.000561023427297136,0.2907476382052517,0.7730975634278215,No Significant Pathway
cg03566291,SIK1,3322,Hypomethylated,-0.001564269038950905,0.29315342567235037,0.7730975634278215,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg18073115,COL18A1,11781,Hypomethylated,-0.00529699639089154,0.2987132693039024,0.7730975634278215,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Integrin Cell Surface Interactions R-HSA-216083 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Proteins Involved in Cataract
cg08451325,LINC00322,21104,Hypomethylated,-0.0032247257822572983,0.2990262106050611,0.7730975634278215,No Significant Pathway
cg10477592,OLIG2,5098,Hypermethylated,0.0006160781441290064,0.3016549261673503,0.7730975634278215,Axon Development (GO:0061564) | TEAD4 (human)
cg21139150,SLC19A1,0,Hypermethylated,0.03656750973818082,0.3020160516092253,0.7730975634278215,SP1 (human) | PCBP1 (human) | SP3 (human) | Folate Metabolism WP176 | Folate Metabolism WP176 | Vitamins Insufficiency Causes Homocysteine High Level Synthesis | Epigenetic Alterations Triggers Genomic Instability | High Level of Homocystine Effects (Methylation Cycle)
cg13053992,LOC102723996,2322,Hypermethylated,0.004765328842087135,0.3021759050113738,0.7730975634278215,Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218 | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218
cg12094552,PICSAR,25319,Hypermethylated,0.004317021054429215,0.3023230354620057,0.7730975634278215,No Significant Pathway
cg13489127,EVA1C,2529,Hypomethylated,-0.0007448188567859004,0.3033309025226962,0.7730975634278215,No Significant Pathway
cg24827626,UBE2G2,19252,Hypomethylated,-0.0063936927047374414,0.3036292559634371,0.7730975634278215,No Significant Pathway
cg24450073,LINC01694,364,Hypermethylated,0.0003296354787276634,0.3049471590635064,0.7730975634278215,No Significant Pathway
cg07500325,PCBP3,1374,Hypermethylated,0.006236271908096169,0.3072116137614352,0.7730975634278215,No Significant Pathway
cg06174495,COL6A1,2035,Hypomethylated,-0.006645036435324103,0.3077946722359514,0.7730975634278215,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg19306866,KRTAP6-2,7,Hypomethylated,-0.0018204286305351092,0.30781739986328344,0.7730975634278215,No Significant Pathway
cg00820922,SLC19A1,0,Hypomethylated,-0.001012053570430882,0.3086708866298975,0.7730975634278215,SP1 (human) | PCBP1 (human) | SP3 (human) | Folate Metabolism WP176 | Folate Metabolism WP176 | Vitamins Insufficiency Causes Homocysteine High Level Synthesis | Epigenetic Alterations Triggers Genomic Instability | High Level of Homocystine Effects (Methylation Cycle)
cg22391205,COL6A1,33625,Hypermethylated,0.002050311952847883,0.31068172011271367,0.7730975634278215,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg04090347,PDE9A,12133,Hypermethylated,0.01291546897766227,0.3120622162221394,0.7730975634278215,SP1 (human) | TCFAP2A (human) | PCBP1 (human)
cg25504217,COL6A1,30817,Hypermethylated,0.006375296335220049,0.31587653327845877,0.7730975634278215,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg18133531,SIM2,6230,Hypermethylated,0.0034071225757927037,0.31619000247384804,0.7730975634278215,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human)
ch.21.820555F,C21orf58,0,Hypermethylated,0.0005328972646549066,0.3193688105087652,0.7730975634278215,No Significant Pathway
cg23437810,COL18A1,8494,Hypomethylated,-0.00028714604525315046,0.3225013969298095,0.7730975634278215,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Integrin Cell Surface Interactions R-HSA-216083 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Proteins Involved in Cataract
cg16052237,S100B,3151,Hypomethylated,-0.0006390668464496541,0.3227442381142248,0.7730975634278215,Axon Development (GO:0061564) | Advanced Glycosylation Endproduct Receptor Signaling R-HSA-879415 | Advanced Glycosylation Endproduct Receptor Signaling | RAGE Receptor Binding (GO:0050786)
cg21305068,ICOSLG,20658,Hypomethylated,-0.003926367754332749,0.32305899644612757,0.7730975634278215,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218 | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218
cg19118951,LINC00310,12850,Hypermethylated,0.003151914490418073,0.3232080662351371,0.7730975634278215,No Significant Pathway
cg00775094,LINC01669,5410,Hypomethylated,-0.0026914416143816178,0.32497920354185755,0.7730975634278215,No Significant Pathway
cg14638315,APP,2626,Hypermethylated,0.0008818020693569517,0.32662894395178754,0.7730975634278215,Regulation of Superoxide Anion Generation (GO:0032928) | Positive Regulation of Superoxide Anion Generation (GO:0032930) | Positive Regulation of Reactive Oxygen Species Metabolic Process (GO:2000379) | Regulation of Amyloid-Beta Formation (GO:1902003) | Regulation of Multicellular Organism Growth (GO:0040014) | Positive Regulation of Lymphocyte Migration (GO:2000403) | Axon Development (GO:0061564) | Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902991) | Microglial Cell Activation (GO:0001774) | Advanced Glycosylation Endproduct Receptor Signaling R-HSA-879415 | Insertion Of Tail-Anchored Proteins Into Endoplasmic Reticulum Membrane R-HSA-9609523 | Advanced Glycosylation Endproduct Receptor Signaling | Insertion of Tail-Anchored Proteins Into the Endoplasmic Reticulum Membrane | RAGE Receptor Binding (GO:0050786) | Proteins Involved in Cataract | Mitochondrial Respiratory Chain Dysfunction | Estrogen Effects in Mitochondria in Alzheimer Disease
cg05198244,LINC00158,25214,Hypermethylated,0.0020372581152867664,0.33033385220122324,0.7730975634278215,No Significant Pathway
cg05183668,LINC01690,17712,Hypomethylated,-0.0002965956794874769,0.33039775115167913,0.7730975634278215,No Significant Pathway
cg00097639,RIPK4,2071,Hypomethylated,-0.00031697757718052166,0.331240179370776,0.7730975634278215,No Significant Pathway
cg15231205,FRGCA,12652,Hypermethylated,0.0031935519986625582,0.33194831421923987,0.7730975634278215,No Significant Pathway
cg13821571,OLIG2,5046,Hypomethylated,-0.0016830388982620459,0.3321223919202613,0.7730975634278215,Axon Development (GO:0061564) | TEAD4 (human)
cg19904322,AATBC,17389,Hypermethylated,0.0034970113699681615,0.3330811311993743,0.7730975634278215,No Significant Pathway
cg13472610,ETS2,2315,Hypermethylated,0.0011540891121775143,0.33401578298199996,0.7730975634278215,Extracellular Vesicles In The Crosstalk Of Cardiac Cells WP4300 | Extracellular Vesicles In The Crosstalk Of Cardiac Cells WP4300
cg14081667,LINC01679,268,Hypermethylated,0.0014563939754055656,0.3361389045038139,0.7738593491032327,No Significant Pathway
cg02139827,OLIG2,2966,Hypomethylated,-0.002076685809101697,0.337484300318854,0.7738593491032327,Axon Development (GO:0061564) | TEAD4 (human)
cg22851299,SLC19A1,0,Hypermethylated,0.004387752140154522,0.34000879930308037,0.7742599281396247,SP1 (human) | PCBP1 (human) | SP3 (human) | Folate Metabolism WP176 | Folate Metabolism WP176 | Vitamins Insufficiency Causes Homocysteine High Level Synthesis | Epigenetic Alterations Triggers Genomic Instability | High Level of Homocystine Effects (Methylation Cycle)
cg15765398,LINC00163,0,Hypomethylated,-0.004267885655981574,0.34250920567149246,0.7742599281396247,No Significant Pathway
cg10848140,PTTG1IP,744,Hypomethylated,-0.004016710555196035,0.3425334095099915,0.7742599281396247,"Negative Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043518)"
cg08039560,LINC01678,2823,Hypermethylated,0.002858302111106936,0.3440205225159491,0.7742599281396247,No Significant Pathway
cg01772743,LINC01678,2570,Hypomethylated,-0.0031192779550938132,0.3455115297986155,0.7742599281396247,No Significant Pathway
cg06651563,LOC110091776,3646,Hypermethylated,0.002692762810496241,0.34753207757114335,0.7752638653510121,No Significant Pathway
cg00445318,PICSAR,23242,Hypomethylated,-0.0003903275427383779,0.3518839290952834,0.7789766827437875,No Significant Pathway
cg20383624,LINC00316,23429,Hypermethylated,0.0005220580380891349,0.3523565928029708,0.7789766827437875,No Significant Pathway
cg24760717,COL6A1,6048,Hypomethylated,-0.004321281751799688,0.35637322595952187,0.7843392874912691,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg23564309,LINC01678,2703,Hypermethylated,0.0020396156391795373,0.36025891655444925,0.7893673149393043,No Significant Pathway
cg21863949,RIPK4,11219,Hypomethylated,-0.005241927383775602,0.36715813366201805,0.7937334672014983,No Significant Pathway
cg03534481,LINC00945,2160,Hypermethylated,0.0016152878670658843,0.367451315437859,0.7937334672014983,No Significant Pathway
cg20954971,CRYAA,722,Hypomethylated,-0.006989016450061336,0.36863034295379576,0.7937334672014983,Proteins Involved in Cataract | Diabetes Induced Cataract | Age-Related Cataract
cg11808885,PICSAR,14101,Hypermethylated,0.0007334021153035941,0.3714304345319806,0.7937334672014983,No Significant Pathway
cg24338411,DOP1B,1238,Hypomethylated,-0.0038393135872328843,0.3724087679844743,0.7937334672014983,No Significant Pathway
cg20341238,LINC00319,716,Hypomethylated,-0.00017093745287366513,0.3739622022726856,0.7937334672014983,No Significant Pathway
cg18574298,LINC01694,0,Hypomethylated,-0.0005003067020330487,0.3750642259960544,0.7937334672014983,No Significant Pathway
cg01881464,PAXBP1-AS1,0,Hypomethylated,-0.00017866154703460868,0.3778369666643683,0.7937334672014983,No Significant Pathway
cg20230411,GRIK1,3629,Hypermethylated,0.00047742736074496417,0.37902659879044975,0.7937334672014983,Ligand-gated Calcium Channel Activity (GO:0099604)
cg03868978,MIR3197,2189,Hypermethylated,0.001783983108796905,0.3794348827258105,0.7937334672014983,No Significant Pathway
cg06584329,COL6A1,32413,Hypermethylated,0.0005558705057101543,0.3799616597556868,0.7937334672014983,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg08073507,LINC00319,4863,Hypermethylated,0.002180944966190035,0.38481577898307173,0.7972009109486533,No Significant Pathway
cg02976054,CBR3-AS1,162,Hypomethylated,-0.0020694602059700834,0.385274683940266,0.7972009109486533,No Significant Pathway
cg07871532,SIK1,17791,Hypomethylated,-0.0023908728882506836,0.3887827369768435,0.7972009109486533,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg03160378,LINC01669,1139,Hypermethylated,0.0013392788207345907,0.38883453089378706,0.7972009109486533,No Significant Pathway
cg04685531,BTG3-AS1,1872,Hypermethylated,0.0014948463034282211,0.39213935594810967,0.7972009109486533,No Significant Pathway
cg07330438,PPP1R2P2,282,Hypomethylated,-0.001978321118683013,0.3924419134032701,0.7972009109486533,No Significant Pathway
cg25832747,LINC01678,1796,Hypermethylated,0.0006866969090061348,0.3963377209009586,0.7972009109486533,No Significant Pathway
ch.21.420934R,LINC00310,36658,Hypomethylated,-0.0026664640052107835,0.3964125246032163,0.7972009109486533,No Significant Pathway
cg12457659,COL6A1,31484,Hypomethylated,-0.0024568109492777435,0.3966890415250766,0.7972009109486533,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg24014805,WDR4,1952,Hypermethylated,0.0015470251343899788,0.39779193528066675,0.7972009109486533,No Significant Pathway
cg09476092,LINC00316,25220,Hypermethylated,0.00027119987586021743,0.4021631261127158,0.802698061431453,No Significant Pathway
cg10272219,LINC00163,1852,Hypermethylated,0.0025565921794197255,0.4118515786389847,0.8187210817299172,No Significant Pathway
cg27038480,RIPPLY3,4072,Hypomethylated,-0.0002622320925151911,0.41903304551178244,0.8232697318443674,No Significant Pathway
cg08431893,LINC00319,1880,Hypermethylated,0.007270830313030996,0.4192042107857417,0.8232697318443674,No Significant Pathway
cg23474190,DYRK1A,38450,Hypermethylated,0.0014097721809101862,0.42138294900146916,0.8232697318443674,"Negative Regulation of Heterochromatin Formation (GO:0031452) | Regulation of Amyloid-Beta Formation (GO:1902003) | Negative Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043518) | Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902991) | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)"
cg06508062,SIM2,7542,Hypomethylated,-0.007757971537122044,0.4241585495112093,0.8232697318443674,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human)
cg16544704,LINC01671,2072,Hypermethylated,0.00026462763071211093,0.42643894618408845,0.8232697318443674,No Significant Pathway
cg06815826,TFF3,6574,Hypermethylated,0.00275247602469908,0.4266073531390657,0.8232697318443674,No Significant Pathway
cg23056155,TMEM50B,3250,Hypermethylated,0.0005431380090662463,0.427631439068283,0.8232697318443674,No Significant Pathway
cg14719752,LINC01671,2265,Hypomethylated,-0.00010848019002773768,0.4288241659613926,0.8232697318443674,No Significant Pathway
cg23658739,WDR4,5893,Hypomethylated,-0.0035488175334033034,0.43144280485912107,0.8232697318443674,No Significant Pathway
cg08751406,CBS,2400,Hypermethylated,0.004157398731918005,0.43355520993149466,0.8232697318443674,Pyridoxal Phosphate Binding (GO:0030170) | Vitamin B6 Binding (GO:0070279) | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Trans Sulfuration One Carbon Metabolism And Related Pathways WP2525 | Folate Metabolism WP176 | Trans Sulfuration One Carbon Metabolism And Related Pathways WP2525 | Folate Metabolism WP176 | Vitamins Insufficiency Causes Homocysteine High Level Synthesis | High Level of Homocystine Effects (Methylation Cycle)
cg24112562,SIM2,1373,Hypermethylated,0.002407344886970697,0.43567650258547275,0.8232697318443674,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human)
cg04236639,OLIG2,1074,Hypomethylated,-0.0019107794372155151,0.437980669559546,0.8232697318443674,Axon Development (GO:0061564) | TEAD4 (human)
cg15555709,LINC01679,4012,Hypomethylated,-0.0014918671650701043,0.44262040560909194,0.8232697318443674,No Significant Pathway
cg11985424,TFF3,4779,Hypermethylated,0.0009454978548398413,0.44299977889020475,0.8232697318443674,No Significant Pathway
cg05969018,PCBP3,6705,Hypomethylated,-0.0033827643493510307,0.44407204061319083,0.8232697318443674,No Significant Pathway
cg07128124,PDE9A,3300,Hypomethylated,-0.0005176150815205949,0.44941037224823904,0.8232697318443674,SP1 (human) | TCFAP2A (human) | PCBP1 (human)
cg05291773,LOC100133286,1704,Hypomethylated,-0.002938243241353611,0.4510778645916814,0.8232697318443674,No Significant Pathway
cg12955277,LINC01669,5650,Hypermethylated,0.0018139886820282003,0.4528812194849352,0.8232697318443674,No Significant Pathway
cg05163357,DOP1B,1909,Hypermethylated,9.4116350699891e-05,0.4539462013372459,0.8232697318443674,No Significant Pathway
cg02875805,CBR3-AS1,0,Hypermethylated,0.0006804166626804831,0.45453528446356295,0.8232697318443674,No Significant Pathway
cg12459059,TPTE,21994,Hypomethylated,-0.0029398231113879625,0.45481491908540395,0.8232697318443674,TCFAP2A (human) | TEAD4 (human)
cg03543861,WDR4,4994,Hypermethylated,0.0001922220525014673,0.45510939341449985,0.8232697318443674,No Significant Pathway
cg06546183,WDR4,6117,Hypermethylated,0.002560193393196797,0.4560092821103727,0.8232697318443674,No Significant Pathway
cg13591648,SIK1,12911,Hypermethylated,0.0009673106557118727,0.4577300255318867,0.8232697318443674,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg00362657,LINC00319,2888,Hypermethylated,0.0005461129454410463,0.4590412122733164,0.8232697318443674,No Significant Pathway
cg27037013,LINC00649,0,Hypermethylated,0.004963115877480662,0.4594943084855599,0.8232697318443674,No Significant Pathway
cg13689342,ABCG1,5407,Hypermethylated,0.0004193077220138175,0.4609349288978487,0.8232697318443674,Regulation of Amyloid-Beta Formation (GO:1902003) | SP1 (human) | TCFAP2A (human)
cg23342358,PCBP3,0,Hypermethylated,0.000915788109429827,0.4621814515132493,0.8232697318443674,No Significant Pathway
cg09057954,LOC150051,2746,Hypermethylated,0.0001331371818523719,0.46690747012400863,0.8232697318443674,No Significant Pathway
cg14269083,LINC01694,6013,Hypermethylated,0.0006878933670918519,0.46905783776651433,0.8232697318443674,No Significant Pathway
cg07033513,NCAM2,3380,Hypermethylated,0.0011774762295545527,0.4712324134751464,0.8232697318443674,Neuron Cell-Cell Adhesion (GO:0007158)
cg01932076,LOC101928796,0,Hypomethylated,-0.002234127250982071,0.47137168370768057,0.8232697318443674,No Significant Pathway
cg06119162,LINC00334,0,Hypermethylated,0.0002219003085939253,0.4719033525616303,0.8232697318443674,No Significant Pathway
cg00929871,LINC01669,5831,Hypermethylated,0.0006365920252230373,0.47196726334559924,0.8232697318443674,No Significant Pathway
cg22117968,LINC00316,6219,Hypermethylated,0.00014810311562574174,0.4725868846084299,0.8232697318443674,No Significant Pathway
cg17731209,DYRK1A,38657,Hypermethylated,0.007631617029670301,0.4750446037670358,0.8246372875251712,"Negative Regulation of Heterochromatin Formation (GO:0031452) | Regulation of Amyloid-Beta Formation (GO:1902003) | Negative Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043518) | Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902991) | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)"
