cpg_id,Mean_M_PD,Mean_M_Control,Delta_M,Mean_Beta_PD,Mean_Beta_Control,Delta_Beta,Direction,target_gene,distance_bp
cg17817613,0.3335750221084712,0.34905073503733275,-0.015475712928861574,0.5575479930396727,0.560192546659851,-0.002644553620178236,Hypomethylated,UMODL1,17084
cg05634149,-3.999893140731368,-3.9329560995663284,-0.06693704116503962,0.05882763026276635,0.06144970375407882,-0.0026220734913124724,Hypomethylated,OLIG2,2925
cg06212263,-2.8107735806889114,-2.8456846924575396,0.03491111176862827,0.12474105155194279,0.12212293972714272,0.002618111824800068,Hypermethylated,OLIG2,5391
cg23761995,-3.482450608178455,-3.4334992472947468,-0.04895136088370844,0.08212258171106139,0.08471674368825359,-0.0025941619771921998,Hypomethylated,LINC00158,150793
cg14081667,-4.881351359074879,-5.003047801602025,0.12169644252714651,0.03281528979314255,0.030241014357801705,0.002574275435340844,Hypermethylated,LINC01679,268
cg23474190,-4.636052960918,-4.539669952295619,-0.09638300862238047,0.038662067637295974,0.041223108011575686,-0.002561040374279712,Hypomethylated,DYRK1A,38450
cg23581129,-3.8817494853070884,-3.94466643883156,0.0629169535244718,0.06352890178298948,0.06098323056144961,0.002545671221539869,Hypermethylated,LINC00112,8011
cg05532966,-0.6838774622509984,-0.6992633184375573,0.015385856186558855,0.38366337691556707,0.38114469776553433,0.002518679150032732,Hypermethylated,RIPK4,11585
cg20187292,-1.358982861181029,-1.3410719288631163,-0.017910932317912742,0.2805015464883643,0.2830139435491175,-0.0025123970607532353,Hypomethylated,NRIP1,146592
cg05119200,1.109147344388719,1.1257802263519845,-0.01663288196326551,0.6832617620588936,0.6857515316378623,-0.002489769578968737,Hypomethylated,RUNX1,57071
cg02923345,-1.1775259330426313,-1.194320876101357,0.016794943058725753,0.30657114850538425,0.30410195311922766,0.0024691953861565863,Hypermethylated,PPP1R2P2,36249
cg12889541,2.429895142560106,2.403158704506531,0.026736438053575284,0.8434697777647334,0.8410073841870505,0.002462393577682964,Hypermethylated,LINC00649,6753
cg08064488,-3.088117077576062,-3.0514149411419447,-0.03670213643411735,0.10522045531733937,0.10763977423332645,-0.0024193189159870815,Hypomethylated,SIM2,3371
cg00846098,0.2024415382353374,0.1884405002879856,0.014001037947351802,0.5350229967232474,0.532607903799685,0.0024150929235623453,Hypermethylated,RIPK4,11579
cg08031958,0.6373758955425132,0.6519318609319764,-0.014555965389463243,0.6086867327365002,0.6110872521523797,-0.0024005194158794874,Hypomethylated,LINC01694,3841
cg01112636,-1.4322753062010118,-1.4148330185211362,-0.017442287679875657,0.27036380079133276,0.272755386411818,-0.002391585620485248,Hypomethylated,CLDN17,62543
cg06161779,-3.6786738643159356,-3.6286380719808107,-0.050035792335124896,0.07243572883679242,0.07480081638115829,-0.0023650875443658737,Hypomethylated,LINC01684,11
cg16188324,-1.7424658639489337,-1.7233831541145017,-0.019082709834431943,0.23009315101911432,0.23244470132198441,-0.002351550302870098,Hypomethylated,RSPH1,6598
cg19434960,-0.6485475948882868,-0.6625285106676299,0.013980915779343017,0.38947039353474766,0.38716855991100785,0.002301833623739813,Hypermethylated,LINC01689,382190
cg04751885,-0.8523539543501507,-0.8667617210137729,0.014407766663622201,0.35644977203686207,0.3541621874747404,0.0022875845621216917,Hypermethylated,LINC01700,36989
cg19433175,-0.08246479946257217,-0.06943913659723229,-0.013025662865339876,0.4857138287369016,0.4879694370177183,-0.0022556082808166678,Hypomethylated,TPTE,18218
cg00810441,0.4824195804431966,0.4957412699990787,-0.013321689555882088,0.5828266047963541,0.5850699991985762,-0.0022433944022220986,Hypomethylated,KRTAP13-1,12314
cg08636535,-2.533919839046788,-2.508490057560318,-0.025429781486470127,0.14724437549225786,0.14947142002370575,-0.002227044531447897,Hypomethylated,ICOSLG,15519
cg09408917,-2.498202338319115,-2.4732597876187223,-0.02494255070039264,0.15038023757772281,0.15260254370733667,-0.0022223061296138547,Hypomethylated,SIM2,2093
cg08321585,2.6870338026796854,2.659930848407484,0.02710295427220144,0.8655892297004767,0.863388492387798,0.002200737312678669,Hypermethylated,CRYAA,20838
cg15885814,-2.844298556846622,-2.8152048932651543,-0.029093663581467588,0.12222598303792828,0.12440608366443431,-0.002180100626506032,Hypomethylated,PRDM15,14138
cg07438291,-1.3582959672788937,-1.3428005782539134,-0.015495389024980266,0.2805976469840835,0.2827708698502212,-0.0021732228661376918,Hypomethylated,SAMSN1,4184
cg13524919,-0.849664618506835,-0.8633402518414861,0.01367563333465116,0.35687749975495325,0.35470482994668817,0.002172669808265082,Hypermethylated,OLIG2,1736
cg05086796,-2.4986319939169075,-2.4742897421359995,-0.024342251780907986,0.15034219095715132,0.15251024731580898,-0.0021680563586576607,Hypomethylated,ADAMTS1,118462
cg08453994,-3.7359613984905806,-3.6888248911813,-0.04713650730928043,0.06981262934864207,0.07196439792457618,-0.0021517685759341043,Hypomethylated,PCSEAT,15260
cg11825674,-0.9208142949953901,-0.9073917345132095,-0.013422560482180601,0.3456400125203541,0.3477472942181777,-0.002107281697823593,Hypomethylated,LINC01548,12922
cg27025478,-3.4681653909521755,-3.4286313222222047,-0.039534068729970784,0.0828720560083452,0.08497874452872915,-0.0021066885203839536,Hypomethylated,LINC02246,0
cg09838568,-1.6394649426650256,-1.6559369060989195,0.0164719634338939,0.2429836852907871,0.24088968895633278,0.002093996334454312,Hypermethylated,TRPM2,3502
cg07464886,-1.029117691689924,-1.0156211250007787,-0.01349656668914534,0.32886344404667145,0.3309315269872033,-0.0020680829405318457,Hypomethylated,TMPRSS15,57407
cg25127117,-2.7574061741354674,-2.784082747778778,0.026676573643310775,0.12883618580537037,0.12677503164356121,0.002061154161809159,Hypermethylated,LINC01549,51486
cg02519892,-3.163895404133037,-3.1971028434587234,0.03320743932568648,0.10037677518273065,0.09831728749188925,0.0020594876908413967,Hypermethylated,RIPK4,11374
cg01430902,-2.798502435937599,-2.7723425046794357,-0.026159931258163294,0.12567267903304674,0.12767864172044285,-0.0020059626873961123,Hypomethylated,LOC101928107,4129
cg04289033,2.4570367157252337,2.4790877752470317,-0.022051059521797978,0.8459376246534867,0.8479191112931457,-0.0019814866396590247,Hypomethylated,WDR4,8983
cg10160790,3.629838390052491,3.671618111633425,-0.041779721580934126,0.9252567421561062,0.927234984695387,-0.0019782425392808056,Hypomethylated,AGPAT3,1611
cg15155922,-0.2447121217396027,-0.2560206116638533,0.011308489924250625,0.4576960010687502,0.45575107189256564,0.001944929176184551,Hypermethylated,CBR3-AS1,2125
cg09200260,-4.455382452224287,-4.390530869207536,-0.06485158301675042,0.04359513398761768,0.04550830553477836,-0.0019131715471606761,Hypomethylated,RUNX1,155940
cg10641258,-3.2930630142754835,-3.2606821066533094,-0.03238090762217416,0.09257621367124834,0.09447902328316905,-0.0019028096119207139,Hypomethylated,UMODL1,0
cg04747867,-4.295656724850592,-4.2377694049067,-0.057887319943891846,0.04845173109626027,0.05033551223118544,-0.0018837811349251693,Hypomethylated,ICOSLG,15487
cg17727929,-5.346028511798864,-5.235125864702486,-0.11090264709637854,0.023995881607187075,0.025863651072648246,-0.0018677694654611714,Hypomethylated,SIM2,2076
cg16564033,-4.3412896685192,-4.402380997560401,0.061091329041201625,0.047014093625076955,0.04515284561576826,0.0018612480093086956,Hypermethylated,SIM2,3673
cg17606155,-1.4739351765677866,-1.460279256883957,-0.01365591968382951,0.2647053442930198,0.2665517860873132,-0.0018464417942934408,Hypomethylated,PTTG1IP,4536
cg03612413,-4.235508959090637,-4.18093538253611,-0.054573576554527214,0.05041046199202915,0.05225234189909691,-0.0018418799070677588,Hypomethylated,SIM2,4496
cg24112562,-1.8735613273958713,-1.858080165622593,-0.015481161773278407,0.2143916755284783,0.21620456734062954,-0.001812891812151246,Hypomethylated,SIM2,1373
cg20655802,-0.589139623478983,-0.578291915066622,-0.010847708412360935,0.39930531501468797,0.40111019877786447,-0.0018048837631765013,Hypomethylated,AATBC,5413
cg23036852,-2.143139609543887,-2.1602033762445823,0.017063766700695204,0.18459643119257524,0.18282275592860942,0.0017736752639658238,Hypermethylated,SIK1,24379
cg03067912,-5.026595804439707,-5.117221529031739,0.09062572459203189,0.029765993279889148,0.028004453402330168,0.0017615398775589798,Hypermethylated,LINC01547,1005
cg06368184,-3.4128167891454058,-3.3808468323592034,-0.0319699567862024,0.0858349918738335,0.08758985331268176,-0.0017548614388482597,Hypomethylated,SIM2,1998
cg03757240,-0.9800873702780633,-0.9914209107974948,0.011333540519431584,0.3364075527097934,0.33465610075556373,0.0017514519542296547,Hypermethylated,LINC02575,6931
cg10829693,-4.227563288928332,-4.280490957545689,0.052927668617357426,0.05067475653262412,0.048938690029152285,0.001736066503471835,Hypermethylated,OLIG2,2021
cg17122157,-4.520249311663763,-4.459978864885946,-0.060270446777816566,0.041758449769059854,0.04346248838692602,-0.001704038617866166,Hypomethylated,SIK1,14917
cg06287548,-0.8168438683918189,-0.8062902956589434,-0.010553572732875494,0.36211572785331075,0.363807144434075,-0.0016914165807642711,Hypomethylated,IFNGR2,1829
cg04139747,-3.6399676855705425,-3.67572117190211,0.03575348633156761,0.0742591496473977,0.07257336120095964,0.0016857884464380607,Hypermethylated,KRTAP19-5,3699
cg26648735,-4.635847764320926,-4.702570211158309,0.06672244683738349,0.03866735434461476,0.036984404476256005,0.001682949868358756,Hypermethylated,LINC01700,2041
cg14730102,-3.694286033935875,-3.6585598912866266,-0.03572614264924834,0.07171199888453945,0.07337807334400293,-0.0016660744594634708,Hypomethylated,OLIG2,143
cg10283362,-0.8209288400210458,-0.8107594961341185,-0.010169343886927362,0.3614619443246697,0.36309045373061205,-0.0016285094059423355,Hypomethylated,CBR3-AS1,2218
cg25052523,-1.4839621902000961,-1.4959919410957416,0.012029750895645508,0.2633547969920534,0.2617403527147497,0.0016144442773036727,Hypermethylated,SH3BGR,12801
cg02651190,-0.6361724262046164,-0.6264586014904605,-0.009713824714155939,0.39151197658977527,0.3931171742555237,-0.001605197665748459,Hypomethylated,SIK1,15438
cg02609480,-1.776423995037956,-1.7896938028326046,0.013269807794648703,0.22594990406741045,0.22434527400812423,0.0016046300592862106,Hypermethylated,SLC19A1,0
cg02359377,-1.1759400013643295,-1.1650774951579652,-0.010862506206364309,0.306804889794481,0.30840851697215294,-0.001603627177671929,Hypomethylated,BACH1-IT3,19235
cg10445315,-4.692207570266848,-4.629420763688374,-0.06278680657847335,0.0372410849042459,0.038833291905006784,-0.0015922070007608827,Hypomethylated,SIM2,5367
cg18187859,0.09462964270528484,0.103782405232527,-0.009152762527242161,0.5163921908581053,0.5179763689677104,-0.0015841781096050944,Hypomethylated,RSPH1,11599
cg20533952,-2.57399510002742,-2.5922234361307286,0.01822833610330843,0.1437905324655851,0.14224197680329134,0.0015485556622937546,Hypermethylated,RIPK4,11389
cg06068897,-5.0613911579721345,-4.98425828032574,-0.07713287764639443,0.029077301258435682,0.030625305507824115,-0.0015480042493884322,Hypomethylated,LINC01678,988
cg02659916,-1.3474035369818933,-1.3583068272909662,0.010903290309072888,0.282124242802176,0.2805961274483039,0.0015281153538720949,Hypermethylated,SSR4P1,29409
cg24261831,-5.312691427426038,-5.225393009566166,-0.08729841785987169,0.024543055394577205,0.02603416703451499,-0.0014911116399377831,Hypomethylated,PTTG1IP,3080
cg18566883,-4.8444560791534395,-4.779901769243074,-0.06455430991036515,0.03363673397012194,0.035121949811865054,-0.0014852158417431108,Hypomethylated,DYRK1A,21017
cg01551200,-1.4662570427242982,-1.455350716873814,-0.010906325850484233,0.2657425106498384,0.2672201929004624,-0.0014776822506240017,Hypomethylated,LINC01671,8644
cg11943058,-4.686264573916644,-4.628411814801336,-0.05785275911530885,0.03738906348494855,0.03885940375402554,-0.0014703402690769904,Hypomethylated,WDR4,9673
cg02188862,1.5934368654465183,1.6045898003615364,-0.01115293491501812,0.7510997534829086,0.7525421783444911,-0.0014424248615825253,Hypomethylated,LINC01671,8647
cg21172011,-4.480663603697998,-4.430958107852629,-0.04970549584536954,0.04287031179821193,0.04430648908234758,-0.0014361772841356493,Hypomethylated,RUNX1,156039
cg01920334,-5.594462711608632,-5.495471770579183,-0.09899094102944872,0.02027693214959274,0.02168585206808975,-0.0014089199184970126,Hypomethylated,PRMT2,2942
cg18635497,-3.439194183089415,-3.413114400936904,-0.026079782152510944,0.08441116212691264,0.08581880632411688,-0.0014076441972042386,Hypomethylated,LOC101928126,0
cg01291947,-2.720815362510766,-2.703232483948453,-0.017582878562312665,0.13170974004103495,0.13310979988160096,-0.0014000598405660147,Hypomethylated,LINC01690,26039
cg26666978,-2.058239455313586,-2.0455240442746407,-0.012715411038945135,0.1936191794942758,0.1949989788479849,-0.0013797993537091047,Hypomethylated,LINC01694,15561
cg11575350,-4.902527667630048,-4.841049300793737,-0.061478366836310805,0.03235260455894783,0.03371357654538372,-0.0013609719864358868,Hypomethylated,LINC01684,25
cg16786775,-3.7896265188588303,-3.7591948980176415,-0.030431620841188778,0.0674353613709242,0.06877405676077843,-0.001338695389854233,Hypomethylated,SAMSN1,2953
cg18578690,-1.0103885476308103,-1.0190849672792444,0.00869641964843404,0.33173508224050396,0.3304001340042899,0.0013349482362140508,Hypermethylated,ICOSLG,14865
cg25857090,-4.2877997678711175,-4.329450641392785,0.04165087352166719,0.04870343397932256,0.04738313153486614,0.0013203024444564185,Hypermethylated,SLC19A1,0
cg01555113,-3.2577395454020395,-3.2799309239099403,0.022191378507900872,0.09465366343133401,0.09334371562550674,0.0013099478058272718,Hypermethylated,RUNX1,53815
cg23099102,-4.871261120331347,-4.9308334422227045,0.059572321891357305,0.033037995924428104,0.031743984193315686,0.0012940117311124183,Hypermethylated,LINC01678,7649
cg21038450,-1.362483301781987,-1.371593449635322,0.00911014785333486,0.2800121263300366,0.27874082475639544,0.001271301573641137,Hypermethylated,LINC00320,171570
cg17245627,-0.2678703151397924,-0.26053194339728725,-0.007338371742505179,0.45371450831756827,0.45497554821144065,-0.0012610398938723844,Hypomethylated,ITGB2,3676
cg20474199,-0.016717237658537415,-0.00965123114196798,-0.0070660065165694345,0.4971031558758298,0.4983275753233337,-0.0012244194475038994,Hypomethylated,NRIP1,1374
cg23233189,-0.9542488109612014,-0.9464947444211453,-0.007754066540056059,0.34041736095734765,0.34162519568825056,-0.0012078347309029125,Hypomethylated,CHAF1B,12443
cg22866853,-4.977046800219405,-5.0360215259029655,0.058974725683560436,0.030774050112580265,0.029577887046827844,0.001196163065752421,Hypermethylated,TIAM1,31642
cg12764466,-4.9488487005699255,-4.893127079815779,-0.05572162075414688,0.03136240914844513,0.03255721637424107,-0.0011948072257959366,Hypomethylated,LINC01683,451870
cg23536106,-1.7462131358689035,-1.755972637220904,0.009759501352000433,0.2296333415178582,0.2284388301841071,0.0011945113337510915,Hypermethylated,LINC01548,28641
cg18546236,-0.9735417475677561,-0.9812055914285168,0.0076638438607606885,0.3374211497260898,0.3362345450828916,0.001186604643198197,Hypermethylated,PPP1R2P2,3358
cg16087101,-5.925965369345784,-5.823463996302456,-0.10250137304332796,0.01618160549327344,0.01735243556872495,-0.0011708300754515073,Hypomethylated,PTTG1IP,3469
cg09054743,-3.957360394724994,-3.9283266214354198,-0.02903377328957424,0.060481316845120384,0.06163503390042129,-0.0011537170553009082,Hypomethylated,ABCC13,4811
cg04486778,-4.50544452256241,-4.546814977763079,0.04137045520066884,0.04217101277088388,0.041027808571430936,0.001143204199452942,Hypermethylated,LOC101928796,0
cg06091881,-4.84581792735214,-4.896597980860895,0.050780053508754364,0.03360606372718557,0.03248152403828361,0.001124539688901957,Hypermethylated,PRMT2,2553
cg00495860,-3.950653889845725,-3.9225211113702563,-0.0281327784754688,0.06074600579778666,0.06186818177351762,-0.0011221759757309574,Hypomethylated,SIM2,5890
cg26110991,-3.854344345868518,-3.8285330296718603,-0.025811316196657774,0.0646684319619376,0.06575906241196859,-0.0010906304500309938,Hypomethylated,LINC01678,0
cg03187568,-1.2250667508939705,-1.2176044686610792,-0.00746228223289136,0.2996108665406146,0.3006974009991229,-0.0010865344585083148,Hypomethylated,ETS2,5918
cg13842237,-5.209288762646133,-5.14982962025312,-0.05945914239301242,0.02631871309530028,0.027395736522155652,-0.0010770234268553738,Hypomethylated,PCBP3,0
cg23484755,-6.192988667796515,-6.0807290351069305,-0.11225963268958417,0.013484307451361697,0.01455956974881929,-0.001075262297457592,Hypomethylated,DYRK1A,37332
cg06026160,-3.2710585685662203,-3.2530738997970645,-0.01798466876915583,0.09386548460180588,0.0949311606838023,-0.0010656760819964112,Hypomethylated,IFNGR2,8414
cg04459452,-1.926135099810128,-1.93526341913999,0.009128319329861911,0.2083178225218908,0.20727624557177493,0.0010415769501158634,Hypermethylated,LINC01700,56601
cg11687897,-4.625263957995742,-4.585974625454418,-0.039289332541323496,0.038940979397308534,0.03997306911810661,-0.001032089720798074,Hypomethylated,D21S2088E,427091
cg01732252,-3.4921862068841483,-3.5118783426141014,0.019692135729953097,0.08161534484758243,0.08059807793603753,0.001017266911544898,Hypermethylated,TFF2,8512
cg18766982,-5.354559252603006,-5.293360290629241,-0.06119896197376473,0.023857786388895897,0.02486589640886195,-0.0010081100199660527,Hypomethylated,SYNJ1,3694
cg10897634,-0.3117321949605184,-0.3058880225378245,-0.005844172422693916,0.4461901248705187,0.44719133034083547,-0.0010012054703167905,Hypomethylated,PCBP3,11902
cg16403860,1.8933710104047257,1.9019757444571883,-0.008604734052462648,0.7879119418476949,0.7889069127788382,-0.000994970931143313,Hypomethylated,OLIG2,3830
cg05131075,-4.32877863098312,-4.297549381963989,-0.03122924901913038,0.047404161330526016,0.048391283328177555,-0.0009871219976515383,Hypomethylated,GABPA,18213
cg25638056,-5.330690406158546,-5.391495148211553,0.060804742053007566,0.024246137801235388,0.02326876404121833,0.0009773737600170564,Hypermethylated,LOC101928398,3327
cg17357892,-2.3486945705549656,-2.3589544727693803,0.010259902214414751,0.1641057572976312,0.16313254895515633,0.0009732083424748572,Hypermethylated,LINC01669,15360
cg10226902,-3.608905147515097,-3.5890289761342427,-0.0198761713808544,0.07575292133613457,0.07672317348060442,-0.0009702521444698575,Hypomethylated,IFNAR1,1619
cg00359604,-5.60069939612019,-5.531599770516428,-0.06909962560376126,0.02019123143764925,0.02116088661017588,-0.0009696551725266282,Hypomethylated,DYRK1A,37318
cg05234681,-3.5241247880102913,-3.505589957860348,-0.018534830149943282,0.07997129147625047,0.08092166311524747,-0.0009503716389969996,Hypomethylated,LINC00308,458950
cg27256292,-5.205619487569144,-5.153324562414861,-0.0522949251542828,0.02638396759984741,0.027331262100172383,-0.0009472945003249737,Hypomethylated,WDR4,10074
cg16869524,-4.588465200148391,-4.624522162763667,0.0360569626152758,0.03990687322098726,0.03896022667829407,0.0009466465426931914,Hypermethylated,OLIG2,6031
cg15514380,-2.491917668086843,-2.4813250851839483,-0.010592582902894776,0.15093766018811516,0.15188101929621242,-0.0009433591080972581,Hypomethylated,DYRK1A,631
cg15669314,-4.302193023592411,-4.2730802158682835,-0.029112807724127165,0.048243277608410046,0.049178327348993994,-0.0009350497405839486,Hypomethylated,RCAN1,25567
cg13657446,-5.381300051359858,-5.324356561820368,-0.056943489539490244,0.02342991354344269,0.024350221580650023,-0.0009203080372073326,Hypomethylated,LOC101928796,0
cg21536969,-1.9165161927043317,-1.9245337131387676,0.008017520434435932,0.20941954519314407,0.20850094411336956,0.0009186010797745114,Hypermethylated,PICSAR,13533
cg09289181,-3.0236950988114386,-3.037307172877116,0.013612074065677326,0.10949929996572687,0.10858266805820219,0.0009166319075246815,Hypermethylated,LINC00161,22091
cg23110165,-0.29551691514305956,-0.3008127895273111,0.005295874384251553,0.4489691260065375,0.44806115138041297,0.0009079746261245192,Hypermethylated,ITGB2,3580
cg25211403,-4.938906322939184,-4.896658495264123,-0.04224782767506152,0.03157244315020361,0.03248020586846203,-0.0009077627182584175,Hypomethylated,SLC19A1,0
cg21978815,0.7029277141912728,0.7082169033744127,-0.00528918918313992,0.619454231464659,0.6203180848570619,-0.0008638533924028025,Hypomethylated,IFNAR1,21169
cg24018174,-3.532913673122107,-3.5497994153412096,0.01688574221910244,0.07952421322920358,0.07867166226918541,0.0008525509600181697,Hypermethylated,ERG,0
cg24606218,-4.547554935485362,-4.579119489263668,0.03156455377830625,0.041007633528446635,0.04015581264040305,0.0008518208880435862,Hypermethylated,LINC01690,95
cg15220969,-1.2546297115506104,-1.2487448796119527,-0.005884831938657742,0.2953285818809169,0.29617818048205463,-0.0008495986011377576,Hypomethylated,SIK1,15250
cg22274813,-2.917892798005159,-2.929705834404021,0.01181303639886222,0.11685772284861806,0.11601533454569181,0.000842388302926253,Hypermethylated,SIM2,4313
cg18338064,-4.729181452645271,-4.695142862756624,-0.03403858988864705,0.03633302065008854,0.03716820498858074,-0.0008351843384922022,Hypomethylated,DYRK1A,14
cg02730156,-5.09661816744035,-5.053824559111552,-0.04279360832879764,0.028395820963226164,0.029225736801627954,-0.0008299158384017895,Hypomethylated,SIM2,1464
cg21032292,-5.850342341732938,-5.7814944365645164,-0.06884790516842187,0.017037598379989596,0.017855505156888038,-0.0008179067768984416,Hypomethylated,OLIG2,3149
cg10102336,-3.3744982282417157,-3.3598919045906377,-0.014606323651078057,0.08794217209165915,0.08875762296586152,-0.0008154508742023725,Hypomethylated,LINC00322,7125
cg10872186,-4.4900864192235606,-4.518615178281906,0.02852875905834562,0.042603111277129686,0.041803797729647936,0.0007993135474817503,Hypermethylated,LINC01425,63746
cg17939568,-0.9799586542097217,-0.9748008376988073,-0.005157816510914404,0.3364274700681488,0.33722606174861547,-0.0007985916804666426,Hypomethylated,C21orf91-OT1,46291
cg05289217,-4.190707809958404,-4.214201084905258,0.023493274946853937,0.05191790857065663,0.05112217951689109,0.0007957290537655426,Hypermethylated,MIR6130,178552
cg12892698,-2.475611038819927,-2.4668060425944494,-0.008804996225477701,0.15239191017695491,0.15318192024805255,-0.0007900100710976354,Hypomethylated,IFNAR2,17472
cg10719727,-1.6877049984042867,-1.6939701213973963,0.006265122993109662,0.23688608249172158,0.2361019537848019,0.0007841287069196845,Hypermethylated,RUNX1,156244
cg19161349,-4.701580091183606,-4.733638593899521,0.03205850271591437,0.037008855848813485,0.036225004591738205,0.0007838512570752798,Hypermethylated,LINC01694,3047
cg27558208,-1.1861519554721338,-1.180826541240149,-0.0053254142319847375,0.3053015513075146,0.30608500970049507,-0.0007834583929804961,Hypomethylated,TIAM1,9302
cg01417226,-5.486323240742212,-5.43508785564763,-0.051235385094581254,0.021820794771174032,0.022591834062538636,-0.0007710392913646037,Hypomethylated,LOC102723996,1494
cg17459944,-5.365693272224887,-5.318864842500245,-0.046828429724642184,0.023678715253406674,0.02444081928217233,-0.0007621040287656561,Hypomethylated,KRTAP13-4,3283
cg25191041,-4.726702562843947,-4.758147032123411,0.03144446927946376,0.03639322906501424,0.03563655858479519,0.000756670480219053,Hypermethylated,LINC01679,241
ch.21.420934R,-5.048135721926051,-5.0105835650804655,-0.037552156845585216,0.02933781962948012,0.03008820584003636,-0.0007503862105562413,Hypomethylated,LINC00310,36658
cg04096688,-3.91084112168878,-3.8925247915341945,-0.018316330154585447,0.062339745054197725,0.06308600214838155,-0.0007462570941838206,Hypomethylated,LINC00310,11960
cg21772500,-4.889289910567166,-4.923488230281922,0.034198319714755954,0.03264109455372812,0.03190084595965649,0.0007402485940716311,Hypermethylated,PIGP,20112
cg06097309,-3.035022322908005,-3.0460069435221033,0.01098462061409844,0.10873605696229971,0.10800036420721014,0.0007356927550895703,Hypermethylated,LINC02573,118794
cg18496653,-6.453521241920044,-6.362430897797377,-0.09109034412266759,0.011281560129190054,0.012008005551103098,-0.0007264454219130436,Hypomethylated,DSCR9,0
cg13695906,-5.563025915971613,-5.5123332817880595,-0.05069263418355341,0.020714369300409298,0.021439276075719053,-0.0007249067753097548,Hypomethylated,CFAP298-TCP10L,0
cg24559983,-6.045832500808819,-5.976373624172764,-0.06945887663605532,0.014910721575124252,0.015634665178401036,-0.0007239436032767839,Hypomethylated,DSCR9,0
cg06586707,-4.876852817973746,-4.90943344075378,0.03258062278003404,0.0329143993623659,0.032203086985038196,0.0007113123773277025,Hypermethylated,LINC00323,27867
cg26959316,-3.1461350607887044,-3.134955433586509,-0.011179627202195341,0.10149391368744527,0.10220276448825712,-0.0007088508008118444,Hypomethylated,LINC00159,10029
cg07363526,-4.3645265461746705,-4.387349238951855,0.022822692777184628,0.04629770063800314,0.04560419553657045,0.0006935051014326926,Hypermethylated,OLIG1,6718
cg20572468,-5.329528871793675,-5.287937835455901,-0.04159103633777406,0.024265192703752193,0.024957195330881025,-0.0006920026271288321,Hypomethylated,LOC150051,44298
cg06412358,-5.676582561071248,-5.729722842559172,0.05314028148792449,0.019176495419194313,0.018495825049940424,0.0006806703692538892,Hypermethylated,OLIG2,5869
cg11808885,-4.880179120458468,-4.84985446034991,-0.030324660108558277,0.03284108814836436,0.03351531528593473,-0.0006742271375703712,Hypomethylated,PICSAR,14101
cg12424694,-4.695011438851362,-4.668115041505204,-0.02689639734615845,0.03717146515786198,0.03784448694899404,-0.0006730217911320585,Hypomethylated,LINC01547,1278
cg00289258,-3.812749100707955,-3.8282458753287267,0.015496774620771703,0.06643439688169153,0.0657712914668316,0.0006631054148599352,Hypermethylated,LOC101928796,0
cg02100602,-5.428363870672581,-5.386349060390891,-0.04201481028169063,0.02269497860855624,0.023349970342734044,-0.0006549917341778025,Hypomethylated,OLIG2,1577
cg07828121,-3.3787321430324333,-3.3905410649339762,0.011808921901542924,0.08770706703971204,0.08705432884507855,0.0006527381946334898,Hypermethylated,ABCG1,11820
ch.21.43742285F,-6.725788824244586,-6.628610583572611,-0.09717824067197522,0.009359483985634324,0.010005120717105012,-0.0006456367314706876,Hypomethylated,LINC01669,18443
cg10443091,-3.4335528821974077,-3.4216494218627784,-0.011903460334629301,0.08471386104416517,0.08535580664814546,-0.0006419456039802873,Hypomethylated,LINC00158,55601
cg05075169,-2.219601558656281,-2.213366904037793,-0.006234654618488378,0.17675189950723502,0.1773816073656943,-0.000629707858459283,Hypomethylated,DYRK1A,5512
cg14039613,-1.677367002956338,-1.67237215185073,-0.004994851105607934,0.23818388452884237,0.23881267209909135,-0.0006287875702489787,Hypomethylated,NRIP1,70101
cg06907356,-5.322902804567607,-5.360680036495132,0.03777723192752447,0.02437417251125345,0.023759181449334702,0.0006149910619187467,Hypermethylated,DNMT3L,2083
cg00673357,-4.40841460830607,-4.428998095667201,0.020583487361131247,0.04497287742596798,0.04436405150880062,0.0006088259171673563,Hypermethylated,CRYAA,21311
cg22894441,-5.083698761161857,-5.0526539976700935,-0.03104476349176366,0.028643932477282145,0.029248765494865048,-0.000604833017582903,Hypomethylated,LINC01690,25841
cg06458679,-5.091417804112197,-5.122955746497249,0.03153794238505192,0.02849543978220542,0.027896465167284622,0.000598974614920797,Hypermethylated,SLC19A1,0
cg19505399,-6.613975575506403,-6.700825012201409,0.08684943669500544,0.010106100412973607,0.00952129059653195,0.000584809816441656,Hypermethylated,IFNGR2,19185
cg20081517,-2.08355847018284,-2.0890197483277957,0.0054612781449558945,0.19089383861541218,0.1903098440813725,0.0005839945340396779,Hypermethylated,LINC01690,25975
cg22254647,-3.18084581656114,-3.1901686376600358,0.009322821098895595,0.09932078393796925,0.09874420529519963,0.0005765786427696235,Hypermethylated,LINC01678,7850
ch.21.39866785R,-6.229768281955059,-6.1681925080549975,-0.06157577390006175,0.013149350816712535,0.013714864582753563,-0.0005655137660410276,Hypomethylated,B3GALT5-AS1,24159
cg17784127,-2.224785400400832,-2.2192670934353447,-0.005518306965487163,0.17622966276599794,0.17678563630036082,-0.0005559735343628747,Hypomethylated,LOC101928107,15177
cg04078608,-4.590257954560342,-4.569838973850533,-0.020418980709808743,0.03985928943009903,0.04040448744797817,-0.0005451980178791394,Hypomethylated,LOC101928796,0
